alpha: ,gamma: , epsilon: , Win rate, Loss Rate ,,,,
0.27,1,0.18,0.391794907,0.52716277,,,,
0.27,1,0.19,0.391788816,0.527170845,,,,
0.27,1,0.2,0.3917899,0.527172475,,,,
0.27,1,0.21,0.391788748,0.527175222,,,,
0.27,1,0.22,0.391788559,0.527177042,,,,
0.27,1,0.23,0.391787178,0.527181363,,,,
0.27,1,0.24,0.391789261,0.527179831,,,,
0.27,1,0.25,0.391789034,0.527181185,,,,
0.27,1,0.26,0.391788385,0.527183346,,,,
0.27,1,0.27,0.391791234,0.527179508,,,,
0.27,1,0.28,0.391788278,0.52718236,,,,
0.27,1,0.29,0.391783634,0.527190012,,,,
0.27,1,0.3,0.391786982,0.527185714,,,,
0.27,1,0.31,0.391792975,0.527178388,,,,
0.27,1,0.32,0.391786915,0.527187299,,,,
0.27,1,0.33,0.391785309,0.527189835,,,,
0.27,1,0.34,0.391778796,0.527197546,,,,
0.27,1,0.35,0.391780759,0.527195362,,,,
0.27,1,0.36,0.391784789,0.527192529,,,,
0.27,1,0.37,0.391788319,0.527191421,,,,
0.27,1,0.38,0.391789242,0.52719108,,,,
0.27,1,0.39,0.391791925,0.527188136,,,,
0.27,1,0.4,0.39179518,0.52718355,,,,
0.27,1,0.41,0.39179304,0.527186157,,,,
0.27,1,0.42,0.391798089,0.527180734,,,,
0.27,1,0.43,0.391801337,0.527179824,,,,
0.27,1,0.44,0.391799236,0.527182047,,,,
0.27,1,0.45,0.391803475,0.527176136,,,,
0.27,1,0.46,0.391804504,0.527178664,,,,
0.27,1,0.47,0.39180805,0.52717749,,,,
0.27,1,0.48,0.391806026,0.527181007,,,,
0.27,1,0.49,0.391815631,0.527168357,,,,
0.27,1,0.5,0.391814939,0.527173018,,,,
0.27,1,0.51,0.391814629,0.527175886,,,,
0.27,1,0.52,0.391818012,0.527174105,,,,
0.27,1,0.53,0.39182086,0.527172707,,,,
0.27,1,0.54,0.391824087,0.527172717,,,,
0.27,1,0.55,0.391825447,0.527175086,,,,
0.27,1,0.56,0.391829087,0.527170418,,,,
0.27,1,0.57,0.391831319,0.527171076,,,,
0.27,1,0.58,0.391832979,0.527173024,,,,
0.27,1,0.59,0.391829054,0.527181732,,,,
0.27,1,0.6,0.391834776,0.527179119,,,,
0.27,1,0.61,0.391833586,0.527184744,,,,
0.27,1,0.62,0.391836836,0.527181449,,,,
0.27,1,0.63,0.391840576,0.527179257,,,,
0.27,1,0.64,0.391840751,0.527178355,,,,
0.27,1,0.65,0.391841872,0.527178287,,,,
0.27,1,0.66,0.391844545,0.527177273,,,,
0.27,1,0.67,0.391845475,0.527176486,,,,
0.27,1,0.68,0.391843414,0.527181605,,,,
0.27,1,0.69,0.391843133,0.527185282,,,,
0.27,1,0.7,0.391837557,0.5271927,,,,
0.27,1,0.71,0.391833422,0.527199433,,,,
0.27,1,0.72,0.391834316,0.527201058,,,,
0.27,1,0.73,0.391835361,0.527202229,,,,
0.27,1,0.74,0.391832742,0.527207704,,,,
0.27,1,0.75,0.391831974,0.527211325,,,,
0.27,1,0.76,0.391829094,0.527218075,,,,
0.27,1,0.77,0.391823765,0.527229876,,,,
0.27,1,0.78,0.391828205,0.527228092,,,,
0.27,1,0.79,0.391829476,0.527227177,,,,
0.27,1,0.8,0.391829277,0.527228222,,,,
0.27,1,0.81,0.391828475,0.527230621,,,,
0.27,1,0.82,0.391826732,0.527233773,,,,
0.27,1,0.83,0.391830486,0.527231163,,,,
0.27,1,0.84,0.391833484,0.527231904,,,,
0.27,1,0.85,0.391835991,0.527230538,,,,
0.27,1,0.86,0.391840564,0.527225639,,,,
0.27,1,0.87,0.391840812,0.527224878,,,,
0.27,1,0.88,0.391837528,0.5272287,,,,
0.27,1,0.89,0.391836125,0.527233609,,,,
0.27,1,0.9,0.391840578,0.527229767,,,,
0.27,1,0.91,0.391842214,0.527230919,,,,
0.27,1,0.92,0.391843848,0.527229557,,,,
0.27,1,0.93,0.391843795,0.527232958,,,,
0.27,1,0.94,0.391850712,0.527228336,,,,
0.27,1,0.95,0.391850656,0.527232859,,,,
0.27,1,0.96,0.391853521,0.527234682,,,,
0.27,1,0.97,0.391852153,0.52724021,,,,
0.27,1,0.98,0.391855801,0.527239184,,,,
0.27,1,0.99,0.391857426,0.527242312,,,,
0.28,1,0.01,0.391849439,0.527251758,,,,
0.28,1,0.02,0.391841121,0.527262617,,,,
0.28,1,0.03,0.391837818,0.527263789,,,,
0.28,1,0.04,0.391829847,0.527274113,,,,
0.28,1,0.05,0.391826251,0.527278977,,,,
0.28,1,0.06,0.391816349,0.527290892,,,,
0.28,1,0.07,0.391812388,0.52729541,,,,
0.28,1,0.08,0.391809996,0.52730041,,,,
0.28,1,0.09,0.391809806,0.527299963,,,,
0.28,1,0.1,0.391813418,0.527296124,,,,
0.28,1,0.11,0.391809538,0.527300447,,,,
0.28,1,0.12,0.391804134,0.527304544,,,,
0.28,1,0.13,0.391798436,0.527310759,,,,
0.28,1,0.14,0.391792892,0.527318273,,,,
0.28,1,0.15,0.391793266,0.527319792,,,,
0.28,1,0.16,0.391785794,0.527328338,,,,
0.28,1,0.17,0.391787807,0.527326097,,,,
0.28,1,0.18,0.391785879,0.527328205,,,,
0.28,1,0.19,0.391788484,0.527327563,,,,
0.28,1,0.2,0.391787857,0.527326328,,,,
0.28,1,0.21,0.391789384,0.52732513,,,,
0.28,1,0.22,0.391787755,0.527330464,,,,
0.28,1,0.23,0.391784162,0.527336869,,,,
0.28,1,0.24,0.391786096,0.527332851,,,,
0.28,1,0.25,0.391783395,0.527336768,,,,
0.28,1,0.26,0.391780808,0.527340867,,,,
0.28,1,0.27,0.391783815,0.527338407,,,,
0.28,1,0.28,0.391783821,0.527343206,,,,
0.28,1,0.29,0.391781236,0.527347002,,,,
0.28,1,0.3,0.3917798,0.52734865,,,,
0.28,1,0.31,0.391781102,0.527350407,,,,
0.28,1,0.32,0.391775823,0.527359002,,,,
0.28,1,0.33,0.391778344,0.527358389,,,,
0.28,1,0.34,0.391773661,0.527364647,,,,
0.28,1,0.35,0.39177271,0.527367208,,,,
0.28,1,0.36,0.391771576,0.527372647,,,,
0.28,1,0.37,0.391775129,0.527369963,,,,
0.28,1,0.38,0.391777647,0.52737097,,,,
0.28,1,0.39,0.391777028,0.527374521,,,,
0.28,1,0.4,0.391779912,0.527372466,,,,
0.28,1,0.41,0.391782167,0.527374834,,,,
0.28,1,0.42,0.391785967,0.527371197,,,,
0.28,1,0.43,0.391788071,0.527373675,,,,
0.28,1,0.44,0.391786529,0.527377512,,,,
0.28,1,0.45,0.391782708,0.527384143,,,,
0.28,1,0.46,0.391784222,0.527382567,,,,
0.28,1,0.47,0.391786728,0.52738136,,,,
0.28,1,0.48,0.391782984,0.527389673,,,,
0.28,1,0.49,0.391786003,0.52738784,,,,
0.28,1,0.5,0.391786008,0.527388689,,,,
0.28,1,0.51,0.391787261,0.527390565,,,,
0.28,1,0.52,0.391786936,0.527393908,,,,
0.28,1,0.53,0.391784629,0.527398643,,,,
0.28,1,0.54,0.391787385,0.527397103,,,,
0.28,1,0.55,0.391788087,0.527400623,,,,
0.28,1,0.56,0.391793734,0.527399011,,,,
0.28,1,0.57,0.391796703,0.527400183,,,,
0.28,1,0.58,0.391804101,0.527396741,,,,
0.28,1,0.59,0.391811896,0.527389312,,,,
0.28,1,0.6,0.391811526,0.527391475,,,,
0.28,1,0.61,0.391810644,0.527391953,,,,
0.28,1,0.62,0.391807532,0.527397002,,,,
0.28,1,0.63,0.391806287,0.527397917,,,,
0.28,1,0.64,0.391807125,0.527398027,,,,
0.28,1,0.65,0.391806136,0.527404127,,,,
0.28,1,0.66,0.391805111,0.527408543,,,,
0.28,1,0.67,0.391808431,0.527404818,,,,
0.28,1,0.68,0.391814155,0.527401386,,,,
0.28,1,0.69,0.391819767,0.527397009,,,,
0.28,1,0.7,0.391817718,0.527402443,,,,
0.28,1,0.71,0.391816691,0.527405284,,,,
0.28,1,0.72,0.391816393,0.527405428,,,,
0.28,1,0.73,0.39182043,0.527403569,,,,
0.28,1,0.74,0.391823007,0.527401493,,,,
0.28,1,0.75,0.39182187,0.527405677,,,,
0.28,1,0.76,0.391824736,0.527406439,,,,
0.28,1,0.77,0.391827782,0.527405527,,,,
0.28,1,0.78,0.391830025,0.527405925,,,,
0.28,1,0.79,0.391832703,0.527405887,,,,
0.28,1,0.8,0.391837741,0.527401562,,,,
0.28,1,0.81,0.391838126,0.527403558,,,,
0.28,1,0.82,0.391836806,0.527410417,,,,
0.28,1,0.83,0.391831531,0.527417779,,,,
0.28,1,0.84,0.391835219,0.527415524,,,,
0.28,1,0.85,0.39184108,0.527408448,,,,
0.28,1,0.86,0.391837695,0.527416491,,,,
0.28,1,0.87,0.391834855,0.527422174,,,,
0.28,1,0.88,0.391835096,0.527428033,,,,
0.28,1,0.89,0.391833454,0.527430956,,,,
0.28,1,0.9,0.39183565,0.527430583,,,,
0.28,1,0.91,0.391835926,0.527432127,,,,
0.28,1,0.92,0.391840868,0.527425859,,,,
0.28,1,0.93,0.391841359,0.527427693,,,,
0.28,1,0.94,0.391836971,0.527432382,,,,
0.28,1,0.95,0.391842449,0.527427204,,,,
0.28,1,0.96,0.391847382,0.527421777,,,,
0.28,1,0.97,0.391846209,0.527424368,,,,
0.28,1,0.98,0.391845976,0.527425623,,,,
0.28,1,0.99,0.391845527,0.527428175,,,,
0.29,1,0.01,0.391836062,0.527437396,,,,
0.29,1,0.02,0.391829596,0.527442502,,,,
0.29,1,0.03,0.391822378,0.527451099,,,,
0.29,1,0.04,0.391812284,0.527462788,,,,
0.29,1,0.05,0.391803169,0.527472236,,,,
0.29,1,0.06,0.39179784,0.527482109,,,,
0.29,1,0.07,0.391798669,0.52748262,,,,
0.29,1,0.08,0.391796295,0.527486259,,,,
0.29,1,0.09,0.391795613,0.527486767,,,,
0.29,1,0.1,0.391792416,0.52749087,,,,
0.29,1,0.11,0.391791232,0.527493568,,,,
0.29,1,0.12,0.391788039,0.52749727,,,,
0.29,1,0.13,0.391785242,0.527501544,,,,
0.29,1,0.14,0.391782053,0.527506066,,,,
0.29,1,0.15,0.391780875,0.527507104,,,,
0.29,1,0.16,0.391778049,0.527510151,,,,
0.29,1,0.17,0.391779276,0.527508032,,,,
0.29,1,0.18,0.391778029,0.527513692,,,,
0.29,1,0.19,0.391776281,0.527515837,,,,
0.29,1,0.2,0.391770272,0.527523746,,,,
0.29,1,0.21,0.391773326,0.5275227,,,,
0.29,1,0.22,0.39177287,0.527521582,,,,
0.29,1,0.23,0.391770447,0.527527013,,,,
0.29,1,0.24,0.391771245,0.527523355,,,,
0.29,1,0.25,0.391774937,0.527518413,,,,
0.29,1,0.26,0.391768978,0.527525232,,,,
0.29,1,0.27,0.391771847,0.527524116,,,,
0.29,1,0.28,0.391773643,0.527522107,,,,
0.29,1,0.29,0.391778615,0.5275191,,,,
0.29,1,0.3,0.3917798,0.527517166,,,,
0.29,1,0.31,0.391785373,0.527509311,,,,
0.29,1,0.32,0.391779601,0.52751505,,,,
0.29,1,0.33,0.391773547,0.527524528,,,,
0.29,1,0.34,0.391773058,0.527526372,,,,
0.29,1,0.35,0.391775347,0.527526897,,,,
0.29,1,0.36,0.391777778,0.527523718,,,,
0.29,1,0.37,0.391778711,0.527525418,,,,
0.29,1,0.38,0.391780819,0.527523986,,,,
0.29,1,0.39,0.391780149,0.527525365,,,,
0.29,1,0.4,0.39178261,0.527522724,,,,
0.29,1,0.41,0.391786953,0.52751813,,,,
0.29,1,0.42,0.391789481,0.527515245,,,,
0.29,1,0.43,0.391789236,0.527514245,,,,
0.29,1,0.44,0.391790412,0.527512464,,,,
0.29,1,0.45,0.39178864,0.527517465,,,,
0.29,1,0.46,0.391790348,0.527516785,,,,
0.29,1,0.47,0.391793792,0.527517205,,,,
0.29,1,0.48,0.391790993,0.527523972,,,,
0.29,1,0.49,0.391791244,0.527523963,,,,
0.29,1,0.5,0.391796102,0.527520446,,,,
0.29,1,0.51,0.391801346,0.527515232,,,,
0.29,1,0.52,0.391803045,0.527518059,,,,
0.29,1,0.53,0.39180092,0.527522195,,,,
0.29,1,0.54,0.391797134,0.527529866,,,,
0.29,1,0.55,0.391801663,0.527527025,,,,
0.29,1,0.56,0.391805976,0.527525495,,,,
0.29,1,0.57,0.391806822,0.52752743,,,,
0.29,1,0.58,0.391801413,0.527535936,,,,
0.29,1,0.59,0.391806111,0.527533416,,,,
0.29,1,0.6,0.391806109,0.527535664,,,,
0.29,1,0.61,0.391809142,0.527532898,,,,
0.29,1,0.62,0.391808222,0.527535639,,,,
0.29,1,0.63,0.391810864,0.527533968,,,,
0.29,1,0.64,0.391813434,0.527530007,,,,
0.29,1,0.65,0.39181343,0.527532076,,,,
0.29,1,0.66,0.391813707,0.527532911,,,,
0.29,1,0.67,0.391814089,0.527536245,,,,
0.29,1,0.68,0.391817711,0.52753412,,,,
0.29,1,0.69,0.39181591,0.527539951,,,,
0.29,1,0.7,0.391815552,0.527543244,,,,
0.29,1,0.71,0.391811678,0.52755146,,,,
0.29,1,0.72,0.391811076,0.527554747,,,,
0.29,1,0.73,0.391815044,0.527553146,,,,
0.29,1,0.74,0.39181799,0.527552389,,,,
0.29,1,0.75,0.39181412,0.527561293,,,,
0.29,1,0.76,0.391813553,0.527560534,,,,
0.29,1,0.77,0.391816532,0.527555634,,,,
0.29,1,0.78,0.39181793,0.527554456,,,,
0.29,1,0.79,0.391813644,0.527563767,,,,
0.29,1,0.8,0.391812202,0.527564867,,,,
0.29,1,0.81,0.391813284,0.527566036,,,,
0.29,1,0.82,0.391816083,0.527565732,,,,
0.29,1,0.83,0.391817968,0.527564133,,,,
0.29,1,0.84,0.391822304,0.527559979,,,,
0.29,1,0.85,0.391821631,0.527561953,,,,
0.29,1,0.86,0.391823233,0.52756578,,,,
0.29,1,0.87,0.391822735,0.5275688,,,,
0.29,1,0.88,0.391821294,0.527572133,,,,
0.29,1,0.89,0.391819329,0.527577246,,,,
0.29,1,0.9,0.391821139,0.52757935,,,,
0.29,1,0.91,0.391822983,0.527579287,,,,
0.29,1,0.92,0.391824721,0.527578911,,,,
0.29,1,0.93,0.39181993,0.527588098,,,,
0.29,1,0.94,0.391820691,0.527589114,,,,
0.29,1,0.95,0.391819044,0.527595989,,,,
0.29,1,0.96,0.391818584,0.527600418,,,,
0.29,1,0.97,0.391822238,0.527597316,,,,
0.29,1,0.98,0.391822718,0.52759892,,,,
0.29,1,0.99,0.391824347,0.527599617,,,,
0.3,1,0.01,0.391820021,0.527605675,,,,
0.3,1,0.02,0.391811034,0.527613888,,,,
0.3,1,0.03,0.391809186,0.52761444,,,,
0.3,1,0.04,0.39180087,0.527624035,,,,
0.3,1,0.05,0.391799791,0.527625035,,,,
0.3,1,0.06,0.391794265,0.527627981,,,,
0.3,1,0.07,0.391790723,0.527629465,,,,
0.3,1,0.08,0.391787253,0.527633796,,,,
0.3,1,0.09,0.391786528,0.527634931,,,,
0.3,1,0.1,0.391782367,0.527640923,,,,
0.3,1,0.11,0.391778279,0.527648473,,,,
0.3,1,0.12,0.391778078,0.527648422,,,,
0.3,1,0.13,0.391775867,0.527650763,,,,
0.3,1,0.14,0.391776534,0.527649393,,,,
0.3,1,0.15,0.391779972,0.527646847,,,,
0.3,1,0.16,0.391782127,0.527643575,,,,
0.3,1,0.17,0.391784107,0.527641101,,,,
0.3,1,0.18,0.391783662,0.527641295,,,,
0.3,1,0.19,0.39177827,0.527648616,,,,
0.3,1,0.2,0.391777205,0.527648945,,,,
0.3,1,0.21,0.391779945,0.527646923,,,,
0.3,1,0.22,0.391779399,0.527648531,,,,
0.3,1,0.23,0.391779233,0.527652039,,,,
0.3,1,0.24,0.391776546,0.527656339,,,,
0.3,1,0.25,0.391775483,0.527660773,,,,
0.3,1,0.26,0.391770797,0.527666552,,,,
0.3,1,0.27,0.39177136,0.527669807,,,,
0.3,1,0.28,0.391767403,0.527675336,,,,
0.3,1,0.29,0.39176131,0.527683414,,,,
0.3,1,0.3,0.391757808,0.527687901,,,,
0.3,1,0.31,0.391758339,0.527687388,,,,
0.3,1,0.32,0.391752532,0.527694626,,,,
0.3,1,0.33,0.391757541,0.527690909,,,,
0.3,1,0.34,0.391758244,0.527688503,,,,
0.3,1,0.35,0.391758706,0.527691844,,,,
0.3,1,0.36,0.391764052,0.52768741,,,,
0.3,1,0.37,0.39176458,0.527689305,,,,
0.3,1,0.38,0.391761911,0.527691372,,,,
0.3,1,0.39,0.391766289,0.52768945,,,,
0.3,1,0.4,0.391762006,0.527695259,,,,
0.3,1,0.41,0.391762672,0.527698111,,,,
0.3,1,0.42,0.39176217,0.527702472,,,,
0.3,1,0.43,0.391763246,0.527704736,,,,
0.3,1,0.44,0.391765592,0.527705111,,,,
0.3,1,0.45,0.391759156,0.527716392,,,,
0.3,1,0.46,0.391757936,0.527721838,,,,
0.3,1,0.47,0.39175843,0.527722207,,,,
0.3,1,0.48,0.391760569,0.527721651,,,,
0.3,1,0.49,0.391757603,0.527728801,,,,
0.3,1,0.5,0.391758507,0.527729613,,,,
0.3,1,0.51,0.391759754,0.527727207,,,,
0.3,1,0.52,0.391763907,0.527725282,,,,
0.3,1,0.53,0.39176344,0.527726163,,,,
0.3,1,0.54,0.39176335,0.527728342,,,,
0.3,1,0.55,0.391759911,0.527735167,,,,
0.3,1,0.56,0.391756269,0.527741237,,,,
0.3,1,0.57,0.39175707,0.527741837,,,,
0.3,1,0.58,0.391758655,0.527741106,,,,
0.3,1,0.59,0.391759078,0.527739966,,,,
0.3,1,0.6,0.39176073,0.52774159,,,,
0.3,1,0.61,0.391760095,0.527747647,,,,
0.3,1,0.62,0.391759632,0.527749812,,,,
0.3,1,0.63,0.391758964,0.527753511,,,,
0.3,1,0.64,0.391762215,0.527752368,,,,
0.3,1,0.65,0.391762602,0.52775201,,,,
0.3,1,0.66,0.391755873,0.527760095,,,,
0.3,1,0.67,0.391761743,0.52775531,,,,
0.3,1,0.68,0.391761756,0.527759374,,,,
0.3,1,0.69,0.391761224,0.527764116,,,,
0.3,1,0.7,0.391763482,0.527764264,,,,
0.3,1,0.71,0.391763936,0.527766145,,,,
0.3,1,0.72,0.391767856,0.52776388,,,,
0.3,1,0.73,0.391767255,0.527764606,,,,
0.3,1,0.74,0.391767572,0.527766961,,,,
0.3,1,0.75,0.391766599,0.52777074,,,,
0.3,1,0.76,0.391769019,0.527768137,,,,
0.3,1,0.77,0.391761839,0.527779003,,,,
0.3,1,0.78,0.391764225,0.527776534,,,,
0.3,1,0.79,0.391769424,0.527776102,,,,
0.3,1,0.8,0.391770552,0.527776449,,,,
0.3,1,0.81,0.391765142,0.527783638,,,,
0.3,1,0.82,0.39176556,0.527784998,,,,
0.3,1,0.83,0.391767434,0.527785748,,,,
0.3,1,0.84,0.391769746,0.527788088,,,,
0.3,1,0.85,0.391769249,0.527789411,,,,
0.3,1,0.86,0.391773859,0.527783767,,,,
0.3,1,0.87,0.391778093,0.527782285,,,,
0.3,1,0.88,0.391778912,0.527781413,,,,
0.3,1,0.89,0.391779595,0.527783446,,,,
0.3,1,0.9,0.391782371,0.52778514,,,,
0.3,1,0.91,0.391785078,0.527781263,,,,
0.3,1,0.92,0.391788998,0.527779649,,,,
0.3,1,0.93,0.391787112,0.527785223,,,,
0.3,1,0.94,0.391784755,0.527790793,,,,
0.3,1,0.95,0.39178439,0.527791942,,,,
0.3,1,0.96,0.391788878,0.527790529,,,,
0.3,1,0.97,0.391788342,0.527794811,,,,
0.3,1,0.98,0.391786022,0.527803099,,,,
0.3,1,0.99,0.391785354,0.527806094,,,,
0.31,1,0.01,0.391777718,0.527814406,,,,
0.31,1,0.02,0.391774899,0.527815646,,,,
0.31,1,0.03,0.391775277,0.527812277,,,,
0.31,1,0.04,0.39176698,0.527819132,,,,
0.31,1,0.05,0.391762286,0.527823664,,,,
0.31,1,0.06,0.391760551,0.527826747,,,,
0.31,1,0.07,0.39175828,0.527831374,,,,
0.31,1,0.08,0.391752686,0.527838281,,,,
0.31,1,0.09,0.391745955,0.527847029,,,,
0.31,1,0.1,0.391746107,0.527844094,,,,
0.31,1,0.11,0.391746025,0.527844079,,,,
0.31,1,0.12,0.391751207,0.527836687,,,,
0.31,1,0.13,0.391753134,0.527835334,,,,
0.31,1,0.14,0.391757138,0.527834283,,,,
0.31,1,0.15,0.391757521,0.527832663,,,,
0.31,1,0.16,0.391762827,0.527826256,,,,
0.31,1,0.17,0.391766789,0.527822297,,,,
0.31,1,0.18,0.391763889,0.527829317,,,,
0.31,1,0.19,0.391763868,0.527829876,,,,
0.31,1,0.2,0.391764816,0.527829365,,,,
0.31,1,0.21,0.391761551,0.527835206,,,,
0.31,1,0.22,0.391763703,0.527834559,,,,
0.31,1,0.23,0.391764484,0.527835717,,,,
0.31,1,0.24,0.391761523,0.527840615,,,,
0.31,1,0.25,0.39176207,0.527842037,,,,
0.31,1,0.26,0.391754973,0.527851602,,,,
0.31,1,0.27,0.391756657,0.527852452,,,,
0.31,1,0.28,0.391755604,0.527856171,,,,
0.31,1,0.29,0.39175912,0.527854251,,,,
0.31,1,0.3,0.391760633,0.5278565,,,,
0.31,1,0.31,0.391759047,0.527858347,,,,
0.31,1,0.32,0.391756662,0.527861992,,,,
0.31,1,0.33,0.391749151,0.527871928,,,,
0.31,1,0.34,0.391748735,0.527874667,,,,
0.31,1,0.35,0.39174782,0.527877371,,,,
0.31,1,0.36,0.391751896,0.527875383,,,,
0.31,1,0.37,0.391744629,0.527886831,,,,
0.31,1,0.38,0.391745279,0.527888697,,,,
0.31,1,0.39,0.391749585,0.527888401,,,,
0.31,1,0.4,0.391749136,0.527892525,,,,
0.31,1,0.41,0.391754234,0.527886184,,,,
0.31,1,0.42,0.39175757,0.527884163,,,,
0.31,1,0.43,0.391761235,0.527885529,,,,
0.31,1,0.44,0.391757731,0.527891374,,,,
0.31,1,0.45,0.39175874,0.527893765,,,,
0.31,1,0.46,0.391760013,0.527894562,,,,
0.31,1,0.47,0.39176291,0.52789294,,,,
0.31,1,0.48,0.391764745,0.527893241,,,,
0.31,1,0.49,0.3917632,0.52789947,,,,
0.31,1,0.5,0.391762318,0.527903212,,,,
0.31,1,0.51,0.391758689,0.527911255,,,,
0.31,1,0.52,0.39175685,0.527914891,,,,
0.31,1,0.53,0.39175564,0.527917466,,,,
0.31,1,0.54,0.391755952,0.527918221,,,,
0.31,1,0.55,0.391758876,0.527918215,,,,
0.31,1,0.56,0.391755254,0.527923397,,,,
0.31,1,0.57,0.391756326,0.527921936,,,,
0.31,1,0.58,0.391757232,0.527922754,,,,
0.31,1,0.59,0.391754176,0.527928986,,,,
0.31,1,0.6,0.391756139,0.527929076,,,,
0.31,1,0.61,0.391757308,0.527929297,,,,
0.31,1,0.62,0.391762962,0.527928001,,,,
0.31,1,0.63,0.391760996,0.527934751,,,,
0.31,1,0.64,0.3917618,0.527936256,,,,
0.31,1,0.65,0.391761614,0.527939835,,,,
0.31,1,0.66,0.391760738,0.52794305,,,,
0.31,1,0.67,0.391766776,0.527936681,,,,
0.31,1,0.68,0.391770573,0.527932719,,,,
0.31,1,0.69,0.391766831,0.527940507,,,,
0.31,1,0.7,0.391769605,0.527938651,,,,
0.31,1,0.71,0.391768234,0.527940316,,,,
0.31,1,0.72,0.391771137,0.527939711,,,,
0.31,1,0.73,0.39177118,0.527938613,,,,
0.31,1,0.74,0.391770072,0.527940572,,,,
0.31,1,0.75,0.391767882,0.527947521,,,,
0.31,1,0.76,0.391770946,0.527944452,,,,
0.31,1,0.77,0.391775812,0.527939416,,,,
0.31,1,0.78,0.391775131,0.52794416,,,,
0.31,1,0.79,0.391776156,0.527945589,,,,
0.31,1,0.8,0.391779311,0.527942459,,,,
0.31,1,0.81,0.391774959,0.527949263,,,,
0.31,1,0.82,0.391776704,0.527950164,,,,
0.31,1,0.83,0.391775401,0.527954438,,,,
0.31,1,0.84,0.391776293,0.527952685,,,,
0.31,1,0.85,0.391774599,0.527954959,,,,
0.31,1,0.86,0.391776767,0.527956021,,,,
0.31,1,0.87,0.391780733,0.527956035,,,,
0.31,1,0.88,0.391782995,0.527953957,,,,
0.31,1,0.89,0.391783459,0.527957502,,,,
0.31,1,0.9,0.391787778,0.527956765,,,,
0.31,1,0.91,0.391791016,0.527958804,,,,
0.31,1,0.92,0.391793468,0.527958361,,,,
0.31,1,0.93,0.391796115,0.527956709,,,,
0.31,1,0.94,0.391795888,0.527960542,,,,
0.31,1,0.95,0.391794682,0.527965253,,,,
0.31,1,0.96,0.391798891,0.527963242,,,,
0.31,1,0.97,0.391799902,0.527964069,,,,
0.31,1,0.98,0.391799544,0.52796646,,,,
0.31,1,0.99,0.391798306,0.527970479,,,,
0.32,1,0.01,0.391788958,0.527981498,,,,
0.32,1,0.02,0.391778444,0.527995311,,,,
0.32,1,0.03,0.391771126,0.528004753,,,,
0.32,1,0.04,0.391767491,0.528005662,,,,
0.32,1,0.05,0.391764086,0.528008686,,,,
0.32,1,0.06,0.391763252,0.52800839,,,,
0.32,1,0.07,0.391758615,0.528014142,,,,
0.32,1,0.08,0.391757979,0.52801495,,,,
0.32,1,0.09,0.391751754,0.528021215,,,,
0.32,1,0.1,0.391751608,0.528021338,,,,
0.32,1,0.11,0.391749643,0.528022273,,,,
0.32,1,0.12,0.391750763,0.528017105,,,,
0.32,1,0.13,0.391748897,0.528020441,,,,
0.32,1,0.14,0.391749595,0.528019689,,,,
0.32,1,0.15,0.391750973,0.52801952,,,,
0.32,1,0.16,0.391748849,0.52802282,,,,
0.32,1,0.17,0.391748931,0.528025016,,,,
0.32,1,0.18,0.391747587,0.5280299,,,,
0.32,1,0.19,0.391739994,0.528039573,,,,
0.32,1,0.2,0.391737812,0.528041437,,,,
0.32,1,0.21,0.391739353,0.52804301,,,,
0.32,1,0.22,0.391736558,0.52804759,,,,
0.32,1,0.23,0.391730983,0.528054787,,,,
0.32,1,0.24,0.391733107,0.528051018,,,,
0.32,1,0.25,0.391730931,0.528056464,,,,
0.32,1,0.26,0.391728982,0.528057609,,,,
0.32,1,0.27,0.391725065,0.528062984,,,,
0.32,1,0.28,0.391726219,0.528066451,,,,
0.32,1,0.29,0.391727986,0.528065332,,,,
0.32,1,0.3,0.391724718,0.528070539,,,,
0.32,1,0.31,0.391722871,0.528072839,,,,
0.32,1,0.32,0.391726282,0.528070816,,,,
0.32,1,0.33,0.391728723,0.528068375,,,,
0.32,1,0.34,0.391733548,0.528063745,,,,
0.32,1,0.35,0.391734182,0.528063209,,,,
0.32,1,0.36,0.391733301,0.5280657,,,,
0.32,1,0.37,0.391733097,0.528069414,,,,
0.32,1,0.38,0.391726682,0.528079305,,,,
0.32,1,0.39,0.391728346,0.528079472,,,,
0.32,1,0.4,0.391727469,0.528082824,,,,
0.32,1,0.41,0.391728296,0.528084277,,,,
0.32,1,0.42,0.391729765,0.528085632,,,,
0.32,1,0.43,0.391728631,0.528087018,,,,
0.32,1,0.44,0.391725088,0.52809274,,,,
0.32,1,0.45,0.391720488,0.528099037,,,,
0.32,1,0.46,0.391720289,0.528097079,,,,
0.32,1,0.47,0.391719416,0.528101316,,,,
0.32,1,0.48,0.391721688,0.528104235,,,,
0.32,1,0.49,0.391725657,0.52809907,,,,
0.32,1,0.5,0.391728791,0.528096601,,,,
0.32,1,0.51,0.391728654,0.528097949,,,,
0.32,1,0.52,0.391728164,0.528104422,,,,
0.32,1,0.53,0.391729148,0.528105958,,,,
0.32,1,0.54,0.391735895,0.528098111,,,,
0.32,1,0.55,0.391732971,0.528103457,,,,
0.32,1,0.56,0.39173408,0.528102048,,,,
0.32,1,0.57,0.391738644,0.528097569,,,,
0.32,1,0.58,0.391741989,0.528091557,,,,
0.32,1,0.59,0.39174805,0.528085198,,,,
