alpha: ,gamma: , epsilon: , Win rate, Loss Rate ,,,,
0.13,1,0.35,0.39356991,0.523054211,,,,
0.13,1,0.36,0.393574183,0.523054085,,,,
0.13,1,0.37,0.393578449,0.523048898,,,,
0.13,1,0.38,0.393567047,0.523063377,,,,
0.13,1,0.39,0.393564711,0.523065118,,,,
0.13,1,0.4,0.393559772,0.523070114,,,,
0.13,1,0.41,0.393560456,0.523070627,,,,
0.13,1,0.42,0.393545447,0.523087398,,,,
0.13,1,0.43,0.393537206,0.523096507,,,,
0.13,1,0.44,0.393534334,0.523100406,,,,
0.13,1,0.45,0.393529521,0.52310884,,,,
0.13,1,0.46,0.39352269,0.523123096,,,,
0.13,1,0.47,0.393526154,0.523124291,,,,
0.13,1,0.48,0.393514968,0.523144984,,,,
0.13,1,0.49,0.393513824,0.523150202,,,,
0.13,1,0.5,0.393510824,0.523160258,,,,
0.13,1,0.51,0.393504681,0.523175303,,,,
0.13,1,0.52,0.393506371,0.523166774,,,,
0.13,1,0.53,0.393506446,0.523171313,,,,
0.13,1,0.54,0.393507005,0.523176329,,,,
0.13,1,0.55,0.39350362,0.523180209,,,,
0.13,1,0.56,0.393503215,0.523181511,,,,
0.13,1,0.57,0.393511325,0.523171647,,,,
0.13,1,0.58,0.393507223,0.523176886,,,,
0.13,1,0.59,0.393498797,0.523185886,,,,
0.13,1,0.6,0.39349359,0.523189824,,,,
0.13,1,0.61,0.39348783,0.523189912,,,,
0.13,1,0.62,0.3934952,0.52318576,,,,
0.13,1,0.63,0.393496803,0.523185691,,,,
0.13,1,0.64,0.39350615,0.523175559,,,,
0.13,1,0.65,0.393514685,0.523168635,,,,
0.13,1,0.66,0.393525518,0.52315614,,,,
0.13,1,0.67,0.393529641,0.523151474,,,,
0.13,1,0.68,0.393531449,0.523153025,,,,
0.13,1,0.69,0.393523071,0.523161257,,,,
0.13,1,0.7,0.393514865,0.523172893,,,,
0.13,1,0.71,0.393511279,0.523177125,,,,
0.13,1,0.72,0.39351627,0.523172222,,,,
0.13,1,0.73,0.393521491,0.523161697,,,,
0.13,1,0.74,0.39352496,0.523162678,,,,
0.13,1,0.75,0.393520032,0.523169438,,,,
0.13,1,0.76,0.393528244,0.523156725,,,,
0.13,1,0.77,0.393543478,0.523138893,,,,
0.13,1,0.78,0.393543602,0.523136335,,,,
0.13,1,0.79,0.393540489,0.523140963,,,,
0.13,1,0.8,0.393543139,0.523136435,,,,
0.13,1,0.81,0.393558944,0.523118913,,,,
0.13,1,0.82,0.393555039,0.523124724,,,,
0.13,1,0.83,0.393549174,0.523134618,,,,
0.13,1,0.84,0.393555739,0.523125157,,,,
0.13,1,0.85,0.393545405,0.523139434,,,,
0.13,1,0.86,0.393542936,0.523137206,,,,
0.13,1,0.87,0.393534824,0.523146902,,,,
0.13,1,0.88,0.393534483,0.523151176,,,,
0.13,1,0.89,0.393533908,0.523148708,,,,
0.13,1,0.9,0.393525039,0.523162833,,,,
0.13,1,0.91,0.393532056,0.523154574,,,,
0.13,1,0.92,0.393531484,0.523154766,,,,
0.13,1,0.93,0.393522639,0.523172209,,,,
0.13,1,0.94,0.393526911,0.523173167,,,,
0.13,1,0.95,0.393536321,0.523163289,,,,
0.13,1,0.96,0.393544704,0.523154206,,,,
0.13,1,0.97,0.393553307,0.52314716,,,,
0.13,1,0.98,0.393559176,0.523144012,,,,
0.13,1,0.99,0.393556643,0.523153458,,,,
0.14,1,0.01,0.393539829,0.523167547,,,,
0.14,1,0.02,0.393533359,0.523175562,,,,
0.14,1,0.03,0.393530078,0.523178295,,,,
0.14,1,0.04,0.393517351,0.523195198,,,,
0.14,1,0.05,0.393502554,0.52320743,,,,
0.14,1,0.06,0.393491647,0.523213998,,,,
0.14,1,0.07,0.393485085,0.523216383,,,,
0.14,1,0.08,0.393478687,0.523219768,,,,
0.14,1,0.09,0.393470602,0.523230324,,,,
0.14,1,0.1,0.393464611,0.523234773,,,,
0.14,1,0.11,0.393453544,0.523246379,,,,
0.14,1,0.12,0.393453734,0.523246497,,,,
0.14,1,0.13,0.393446,0.523249385,,,,
0.14,1,0.14,0.393424827,0.523274481,,,,
0.14,1,0.15,0.393418664,0.523281029,,,,
0.14,1,0.16,0.393415196,0.523289639,,,,
0.14,1,0.17,0.393406748,0.523304448,,,,
0.14,1,0.18,0.393412184,0.523295019,,,,
0.14,1,0.19,0.393417917,0.523293185,,,,
0.14,1,0.2,0.393407728,0.523306656,,,,
0.14,1,0.21,0.393400765,0.523313226,,,,
0.14,1,0.22,0.393398701,0.52331207,,,,
0.14,1,0.23,0.393398702,0.523317328,,,,
0.14,1,0.24,0.393389855,0.523330435,,,,
0.14,1,0.25,0.393385137,0.523338567,,,,
0.14,1,0.26,0.393384235,0.52334265,,,,
0.14,1,0.27,0.393369406,0.523362329,,,,
0.14,1,0.28,0.393374753,0.52335597,,,,
0.14,1,0.29,0.393368997,0.523362386,,,,
0.14,1,0.3,0.39335915,0.523373804,,,,
0.14,1,0.31,0.39335956,0.523379742,,,,
0.14,1,0.32,0.393351327,0.523386581,,,,
0.14,1,0.33,0.393352348,0.523385152,,,,
0.14,1,0.34,0.393349129,0.523390992,,,,
0.14,1,0.35,0.393345613,0.523396974,,,,
0.14,1,0.36,0.393354875,0.523388964,,,,
0.14,1,0.37,0.393358686,0.523385574,,,,
0.14,1,0.38,0.393349132,0.523396679,,,,
0.14,1,0.39,0.393359125,0.52338635,,,,
0.14,1,0.4,0.393352977,0.523392163,,,,
0.14,1,0.41,0.393349774,0.523392395,,,,
0.14,1,0.42,0.393347028,0.523399248,,,,
0.14,1,0.43,0.393346617,0.523399023,,,,
0.14,1,0.44,0.393346506,0.5234,,,,
0.14,1,0.45,0.393344294,0.523408408,,,,
0.14,1,0.46,0.393339985,0.523416879,,,,
0.14,1,0.47,0.393324288,0.52344078,,,,
0.14,1,0.48,0.393320824,0.52344824,,,,
0.14,1,0.49,0.393311377,0.523461826,,,,
0.14,1,0.5,0.393309499,0.52346365,,,,
0.14,1,0.51,0.393306203,0.52346861,,,,
0.14,1,0.52,0.393315609,0.523457804,,,,
0.14,1,0.53,0.393318881,0.523454851,,,,
0.14,1,0.54,0.393304325,0.523476137,,,,
0.14,1,0.55,0.393305142,0.523472653,,,,
0.14,1,0.56,0.393308786,0.523468578,,,,
0.14,1,0.57,0.393303571,0.523474926,,,,
0.14,1,0.58,0.393306543,0.52347881,,,,
0.14,1,0.59,0.393295988,0.523488484,,,,
0.14,1,0.6,0.393302004,0.523479881,,,,
0.14,1,0.61,0.393304377,0.523478561,,,,
0.14,1,0.62,0.393309859,0.523474944,,,,
0.14,1,0.63,0.393305704,0.523482593,,,,
0.14,1,0.64,0.393307106,0.523482235,,,,
0.14,1,0.65,0.393298817,0.52349571,,,,
0.14,1,0.66,0.393299335,0.523495713,,,,
0.14,1,0.67,0.393300517,0.523497932,,,,
0.14,1,0.68,0.393300812,0.523499779,,,,
0.14,1,0.69,0.393288717,0.523509513,,,,
0.14,1,0.7,0.393297716,0.523508548,,,,
0.14,1,0.71,0.393302283,0.523506627,,,,
0.14,1,0.72,0.393283959,0.523527226,,,,
0.14,1,0.73,0.393275882,0.523536471,,,,
0.14,1,0.74,0.393279574,0.523532476,,,,
0.14,1,0.75,0.393278855,0.523531645,,,,
0.14,1,0.76,0.393277916,0.523535803,,,,
0.14,1,0.77,0.393280279,0.52353783,,,,
0.14,1,0.78,0.393289377,0.523529011,,,,
0.14,1,0.79,0.393295168,0.523529429,,,,
0.14,1,0.8,0.39330139,0.523525018,,,,
0.14,1,0.81,0.39329693,0.523537646,,,,
0.14,1,0.82,0.393300146,0.523533747,,,,
0.14,1,0.83,0.393306204,0.523532044,,,,
0.14,1,0.84,0.393306783,0.52353523,,,,
0.14,1,0.85,0.393316181,0.523527915,,,,
0.14,1,0.86,0.393319956,0.523527968,,,,
0.14,1,0.87,0.393318268,0.523532678,,,,
0.14,1,0.88,0.3933136,0.523547564,,,,
0.14,1,0.89,0.393311483,0.523552108,,,,
0.14,1,0.9,0.393315686,0.52355236,,,,
0.14,1,0.91,0.393325109,0.52354746,,,,
0.14,1,0.92,0.393316896,0.523562074,,,,
0.14,1,0.93,0.393306159,0.523580362,,,,
0.14,1,0.94,0.39330992,0.523579435,,,,
0.14,1,0.95,0.39330398,0.523592475,,,,
0.14,1,0.96,0.393302097,0.523601735,,,,
0.14,1,0.97,0.393297688,0.523606647,,,,
0.14,1,0.98,0.393296462,0.523611408,,,,
0.14,1,0.99,0.393306926,0.523601227,,,,
0.15,1,0.01,0.393292213,0.523614131,,,,
0.15,1,0.02,0.393266499,0.523642435,,,,
0.15,1,0.03,0.3932491,0.523657163,,,,
0.15,1,0.04,0.393234748,0.523672446,,,,
0.15,1,0.05,0.393229978,0.523680302,,,,
0.15,1,0.06,0.393228376,0.523683333,,,,
0.15,1,0.07,0.393219311,0.523696411,,,,
0.15,1,0.08,0.393218508,0.523700359,,,,
0.15,1,0.09,0.393210394,0.523708961,,,,
0.15,1,0.1,0.393198926,0.52372586,,,,
0.15,1,0.11,0.393203078,0.523724338,,,,
0.15,1,0.12,0.393199857,0.523724106,,,,
0.15,1,0.13,0.393183274,0.523743674,,,,
0.15,1,0.14,0.393180357,0.523749714,,,,
0.15,1,0.15,0.393176231,0.52375182,,,,
0.15,1,0.16,0.393154922,0.523777461,,,,
0.15,1,0.17,0.393144547,0.523791661,,,,
0.15,1,0.18,0.393142593,0.523791026,,,,
0.15,1,0.19,0.393137794,0.523793096,,,,
0.15,1,0.2,0.39313478,0.523797653,,,,
0.15,1,0.21,0.393127008,0.523808244,,,,
0.15,1,0.22,0.393129688,0.523802344,,,,
0.15,1,0.23,0.393133357,0.523799148,,,,
0.15,1,0.24,0.393118652,0.523819362,,,,
0.15,1,0.25,0.39311949,0.523821191,,,,
0.15,1,0.26,0.393103895,0.523840297,,,,
0.15,1,0.27,0.393088535,0.523861076,,,,
0.15,1,0.28,0.393090099,0.523864639,,,,
0.15,1,0.29,0.393093498,0.523864028,,,,
0.15,1,0.3,0.393098799,0.523857486,,,,
0.15,1,0.31,0.393092943,0.523863867,,,,
0.15,1,0.32,0.393084415,0.523873484,,,,
0.15,1,0.33,0.393085976,0.523872727,,,,
0.15,1,0.34,0.393083662,0.523872535,,,,
0.15,1,0.35,0.393079944,0.523877903,,,,
0.15,1,0.36,0.393078481,0.523875457,,,,
0.15,1,0.37,0.393075123,0.523878356,,,,
0.15,1,0.38,0.393060393,0.523897612,,,,
0.15,1,0.39,0.393065123,0.523893193,,,,
0.15,1,0.4,0.39306101,0.523899719,,,,
0.15,1,0.41,0.393047442,0.523916608,,,,
0.15,1,0.42,0.39305,0.523918627,,,,
0.15,1,0.43,0.393051085,0.523919664,,,,
0.15,1,0.44,0.393051329,0.523918182,,,,
0.15,1,0.45,0.393044724,0.523933962,,,,
0.15,1,0.46,0.393034288,0.523946299,,,,
0.15,1,0.47,0.393038451,0.523937264,,,,
0.15,1,0.48,0.393041423,0.523936611,,,,
0.15,1,0.49,0.393049477,0.523934634,,,,
0.15,1,0.5,0.393055292,0.523929178,,,,
0.15,1,0.51,0.393048086,0.523940292,,,,
0.15,1,0.52,0.393052921,0.523940125,,,,
0.15,1,0.53,0.393041696,0.523954204,,,,
0.15,1,0.54,0.393034375,0.523967014,,,,
0.15,1,0.55,0.393028105,0.523978348,,,,
0.15,1,0.56,0.393025798,0.523985992,,,,
0.15,1,0.57,0.39303264,0.523981774,,,,
0.15,1,0.58,0.393033033,0.523983864,,,,
0.15,1,0.59,0.393036678,0.523975363,,,,
0.15,1,0.6,0.393030775,0.523978631,,,,
0.15,1,0.61,0.393033725,0.523976296,,,,
0.15,1,0.62,0.393021202,0.523987983,,,,
0.15,1,0.63,0.393015045,0.523998206,,,,
0.15,1,0.64,0.393021103,0.523989586,,,,
0.15,1,0.65,0.393024948,0.523981254,,,,
0.15,1,0.66,0.393023485,0.523983815,,,,
0.15,1,0.67,0.393016036,0.523998279,,,,
0.15,1,0.68,0.393005502,0.524011142,,,,
0.15,1,0.69,0.393013746,0.524003299,,,,
0.15,1,0.7,0.393021841,0.523993475,,,,
0.15,1,0.71,0.393025326,0.523992588,,,,
0.15,1,0.72,0.393031824,0.52398642,,,,
0.15,1,0.73,0.393029952,0.523996573,,,,
0.15,1,0.74,0.393036712,0.523994247,,,,
0.15,1,0.75,0.393034976,0.523995825,,,,
0.15,1,0.76,0.393041176,0.523991997,,,,
0.15,1,0.77,0.393026589,0.524011962,,,,
0.15,1,0.78,0.39302862,0.524014413,,,,
0.15,1,0.79,0.393024915,0.524022048,,,,
0.15,1,0.8,0.393026398,0.524018281,,,,
0.15,1,0.81,0.393021609,0.524021472,,,,
0.15,1,0.82,0.393022275,0.524022548,,,,
0.15,1,0.83,0.393022464,0.524024438,,,,
0.15,1,0.84,0.393026122,0.524027143,,,,
0.15,1,0.85,0.393032223,0.524024337,,,,
0.15,1,0.86,0.393032065,0.524029416,,,,
0.15,1,0.87,0.393036728,0.524024168,,,,
0.15,1,0.88,0.393030936,0.524034396,,,,
0.15,1,0.89,0.393031458,0.524038441,,,,
0.15,1,0.9,0.393040786,0.524032453,,,,
0.15,1,0.91,0.393040284,0.52403717,,,,
0.15,1,0.92,0.393040528,0.524036806,,,,
0.15,1,0.93,0.393037796,0.524038878,,,,
0.15,1,0.94,0.393033378,0.524047365,,,,
0.15,1,0.95,0.393030115,0.524053005,,,,
0.15,1,0.96,0.393037922,0.524045344,,,,
0.15,1,0.97,0.393034862,0.524049831,,,,
0.15,1,0.98,0.393035445,0.524053032,,,,
0.15,1,0.99,0.393036835,0.524049091,,,,
0.16,1,0.01,0.393022342,0.524065141,,,,
0.16,1,0.02,0.393020578,0.524072495,,,,
0.16,1,0.03,0.393001008,0.524093683,,,,
0.16,1,0.04,0.392984956,0.524111417,,,,
0.16,1,0.05,0.392977047,0.524114027,,,,
0.16,1,0.06,0.392966734,0.524126291,,,,
0.16,1,0.07,0.392958043,0.524130697,,,,
0.16,1,0.08,0.392947086,0.524143135,,,,
0.16,1,0.09,0.392932329,0.524160576,,,,
0.16,1,0.1,0.392929164,0.524162876,,,,
0.16,1,0.11,0.392912166,0.52418389,,,,
0.16,1,0.12,0.392912358,0.524182832,,,,
0.16,1,0.13,0.392896595,0.524203338,,,,
0.16,1,0.14,0.392888726,0.52421014,,,,
0.16,1,0.15,0.392894933,0.524202867,,,,
0.16,1,0.16,0.392888008,0.524209194,,,,
0.16,1,0.17,0.392880226,0.52421498,,,,
0.16,1,0.18,0.392873187,0.524222422,,,,
0.16,1,0.19,0.392863032,0.52423371,,,,
0.16,1,0.2,0.392860266,0.524242591,,,,
0.16,1,0.21,0.392855378,0.524246414,,,,
0.16,1,0.22,0.392856271,0.524243331,,,,
0.16,1,0.23,0.392849801,0.524248475,,,,
0.16,1,0.24,0.392848774,0.524255202,,,,
0.16,1,0.25,0.392839338,0.524265894,,,,
0.16,1,0.26,0.392831833,0.524276837,,,,
0.16,1,0.27,0.392822487,0.524294643,,,,
0.16,1,0.28,0.392822472,0.524296629,,,,
0.16,1,0.29,0.392824835,0.524292206,,,,
0.16,1,0.3,0.392820396,0.524301782,,,,
0.16,1,0.31,0.392810554,0.524311873,,,,
0.16,1,0.32,0.392800989,0.524325972,,,,
0.16,1,0.33,0.39279697,0.524331028,,,,
0.16,1,0.34,0.392801251,0.524331336,,,,
0.16,1,0.35,0.392787237,0.524344934,,,,
0.16,1,0.36,0.392780671,0.524352794,,,,
0.16,1,0.37,0.392774836,0.524357359,,,,
0.16,1,0.38,0.39277065,0.524361523,,,,
0.16,1,0.39,0.392768766,0.524363123,,,,
0.16,1,0.4,0.392768984,0.524362098,,,,
0.16,1,0.41,0.392767497,0.524365203,,,,
0.16,1,0.42,0.392768631,0.524363654,,,,
0.16,1,0.43,0.392767932,0.52436466,,,,
0.16,1,0.44,0.392771092,0.524363309,,,,
0.16,1,0.45,0.392766797,0.524364771,,,,
0.16,1,0.46,0.392769628,0.524362639,,,,
0.16,1,0.47,0.392772715,0.524366906,,,,
0.16,1,0.48,0.392755838,0.524388845,,,,
0.16,1,0.49,0.392758996,0.524389048,,,,
0.16,1,0.5,0.392753355,0.524396938,,,,
0.16,1,0.51,0.39274668,0.524409245,,,,
0.16,1,0.52,0.392750488,0.524408783,,,,
0.16,1,0.53,0.392747594,0.52441567,,,,
0.16,1,0.54,0.392747433,0.524418194,,,,
0.16,1,0.55,0.392752532,0.524417208,,,,
0.16,1,0.56,0.392743154,0.524428812,,,,
0.16,1,0.57,0.392732555,0.524441699,,,,
0.16,1,0.58,0.392740117,0.524439274,,,,
0.16,1,0.59,0.392749547,0.524429404,,,,
0.16,1,0.6,0.392749903,0.524433139,,,,
0.16,1,0.61,0.392755627,0.524429107,,,,
0.16,1,0.62,0.392754169,0.524431739,,,,
0.16,1,0.63,0.392755233,0.524435078,,,,
0.16,1,0.64,0.392750936,0.524434087,,,,
0.16,1,0.65,0.39275129,0.524434065,,,,
0.16,1,0.66,0.392751451,0.524431721,,,,
0.16,1,0.67,0.392754768,0.52443299,,,,
0.16,1,0.68,0.39275821,0.524434256,,,,
0.16,1,0.69,0.392761261,0.524432046,,,,
0.16,1,0.7,0.39276,0.524433441,,,,
0.16,1,0.71,0.3927509,0.524442802,,,,
0.16,1,0.72,0.392749133,0.524439435,,,,
0.16,1,0.73,0.392747368,0.524447689,,,,
0.16,1,0.74,0.392751379,0.524447338,,,,
0.16,1,0.75,0.3927525,0.524446538,,,,
0.16,1,0.76,0.392758488,0.524438949,,,,
0.16,1,0.77,0.392759347,0.524442446,,,,
0.16,1,0.78,0.392761996,0.524440179,,,,
0.16,1,0.79,0.392764898,0.524434974,,,,
0.16,1,0.8,0.392768307,0.524431246,,,,
0.16,1,0.81,0.39275894,0.524446488,,,,
0.16,1,0.82,0.392757307,0.524451244,,,,
0.16,1,0.83,0.392755357,0.524456824,,,,
0.16,1,0.84,0.392767878,0.524443913,,,,
0.16,1,0.85,0.392764586,0.52445,,,,
0.16,1,0.86,0.392764927,0.524453342,,,,
0.16,1,0.87,0.392771501,0.524447265,,,,
0.16,1,0.88,0.39277171,0.524448379,,,,
0.16,1,0.89,0.392772935,0.524451144,,,,
0.16,1,0.9,0.392770794,0.524454413,,,,
0.16,1,0.91,0.392768909,0.524459074,,,,
0.16,1,0.92,0.392766328,0.524460685,,,,
0.16,1,0.93,0.392775856,0.524451204,,,,
0.16,1,0.94,0.392780684,0.524447752,,,,
0.16,1,0.95,0.39278443,0.524446076,,,,
0.16,1,0.96,0.392783555,0.524451929,,,,
0.16,1,0.97,0.392792288,0.524443047,,,,
0.16,1,0.98,0.392799179,0.524436513,,,,
0.16,1,0.99,0.392800884,0.524435354,,,,
0.17,1,0.01,0.392781956,0.524459117,,,,
0.17,1,0.02,0.392764187,0.524478625,,,,
0.17,1,0.03,0.392751985,0.524488973,,,,
0.17,1,0.04,0.392751637,0.524488854,,,,
0.17,1,0.05,0.392730459,0.524513153,,,,
0.17,1,0.06,0.392714906,0.524523522,,,,
0.17,1,0.07,0.392708171,0.524539283,,,,
0.17,1,0.08,0.392704083,0.524546922,,,,
0.17,1,0.09,0.392701004,0.524549466,,,,
0.17,1,0.1,0.392695985,0.52455596,,,,
0.17,1,0.11,0.392688589,0.524557806,,,,
0.17,1,0.12,0.392695426,0.524551504,,,,
0.17,1,0.13,0.392689856,0.524556356,,,,
0.17,1,0.14,0.392684481,0.524561389,,,,
0.17,1,0.15,0.392679987,0.524568918,,,,
0.17,1,0.16,0.392676813,0.524575813,,,,
0.17,1,0.17,0.392670331,0.524582324,,,,
0.17,1,0.18,0.392670225,0.524582709,,,,
0.17,1,0.19,0.392672614,0.524580412,,,,
0.17,1,0.2,0.39265798,0.524599439,,,,
0.17,1,0.21,0.392649595,0.524609283,,,,
0.17,1,0.22,0.392649315,0.524610523,,,,
0.17,1,0.23,0.392640884,0.5246229,,,,
0.17,1,0.24,0.392629602,0.524639925,,,,
0.17,1,0.25,0.392631137,0.524638844,,,,
0.17,1,0.26,0.392625839,0.524645776,,,,
0.17,1,0.27,0.39262216,0.524654562,,,,
0.17,1,0.28,0.392623015,0.524654777,,,,
0.17,1,0.29,0.392618785,0.524660322,,,,
0.17,1,0.3,0.392612949,0.524667534,,,,
0.17,1,0.31,0.392605759,0.524678947,,,,
0.17,1,0.32,0.392593874,0.52469573,,,,
0.17,1,0.33,0.392603958,0.524688312,,,,
0.17,1,0.34,0.392598764,0.524696477,,,,
0.17,1,0.35,0.392596047,0.524704324,,,,
0.17,1,0.36,0.392604136,0.52469821,,,,
0.17,1,0.37,0.392603948,0.524695188,,,,
0.17,1,0.38,0.392599877,0.524701665,,,,
0.17,1,0.39,0.392602649,0.52469618,,,,
0.17,1,0.4,0.392604926,0.524691564,,,,
0.17,1,0.41,0.392599508,0.524696246,,,,
0.17,1,0.42,0.392593296,0.524701968,,,,
0.17,1,0.43,0.392594714,0.524703503,,,,
0.17,1,0.44,0.392599447,0.524702334,,,,
0.17,1,0.45,0.392598465,0.5247062,,,,
0.17,1,0.46,0.392596626,0.524707791,,,,
0.17,1,0.47,0.392592275,0.524715512,,,,
0.17,1,0.48,0.392592096,0.524717525,,,,
0.17,1,0.49,0.39259357,0.524717636,,,,
0.17,1,0.5,0.39259186,0.524720685,,,,
0.17,1,0.51,0.392582752,0.524732844,,,,
0.17,1,0.52,0.392577506,0.524742298,,,,
0.17,1,0.53,0.392575504,0.524747831,,,,
0.17,1,0.54,0.392580586,0.524742369,,,,
0.17,1,0.55,0.392574924,0.524752105,,,,
0.17,1,0.56,0.392580915,0.524744024,,,,
0.17,1,0.57,0.392586106,0.524739854,,,,
0.17,1,0.58,0.392584592,0.524744336,,,,
0.17,1,0.59,0.392585332,0.524746074,,,,
0.17,1,0.6,0.392580596,0.524753528,,,,
0.17,1,0.61,0.392576778,0.524758298,,,,
0.17,1,0.62,0.392576914,0.524760024,,,,
0.17,1,0.63,0.392573467,0.524767577,,,,
0.17,1,0.64,0.392579976,0.524763774,,,,
0.17,1,0.65,0.392568041,0.524775804,,,,
0.17,1,0.66,0.392569879,0.524773455,,,,
0.17,1,0.67,0.392574258,0.52476705,,,,
0.17,1,0.68,0.392574092,0.5247704,,,,
0.17,1,0.69,0.392571083,0.524773019,,,,
0.17,1,0.7,0.39256312,0.524787727,,,,
0.17,1,0.71,0.392561934,0.524786103,,,,
0.17,1,0.72,0.392562077,0.524787319,,,,
0.17,1,0.73,0.392569282,0.524781412,,,,
0.17,1,0.74,0.392570326,0.524774246,,,,
0.17,1,0.75,0.392558529,0.524793731,,,,
0.17,1,0.76,0.392553072,0.524806747,,,,
0.17,1,0.77,0.392546297,0.52481764,,,,
0.17,1,0.78,0.392542659,0.524825812,,,,
0.17,1,0.79,0.392532171,0.524839086,,,,
0.17,1,0.8,0.39253131,0.524844772,,,,
0.17,1,0.81,0.392524565,0.524856577,,,,
0.17,1,0.82,0.39252581,0.524858764,,,,
0.17,1,0.83,0.392530474,0.524854049,,,,
0.17,1,0.84,0.3925253,0.524861871,,,,
0.17,1,0.85,0.392527382,0.524862373,,,,
0.17,1,0.86,0.392528982,0.524859102,,,,
0.17,1,0.87,0.392525554,0.524870736,,,,
0.17,1,0.88,0.392529067,0.524870634,,,,
0.17,1,0.89,0.392520442,0.524880036,,,,
0.17,1,0.9,0.392520191,0.524880466,,,,
0.17,1,0.91,0.392516358,0.524887164,,,,
0.17,1,0.92,0.392517661,0.524891408,,,,
0.17,1,0.93,0.392514669,0.524894395,,,,
0.17,1,0.94,0.392512992,0.524895828,,,,
0.17,1,0.95,0.392523109,0.524887076,,,,
0.17,1,0.96,0.392526488,0.524887857,,,,
0.17,1,0.97,0.392518977,0.524900952,,,,
0.17,1,0.98,0.392521106,0.52490327,,,,
0.17,1,0.99,0.392521628,0.524905764,,,,
0.18,1,0.01,0.392505166,0.524922862,,,,
0.18,1,0.02,0.392488961,0.524941009,,,,
0.18,1,0.03,0.392490451,0.524936892,,,,
0.18,1,0.04,0.392475459,0.52495329,,,,
0.18,1,0.05,0.392471209,0.52495391,,,,
0.18,1,0.06,0.392463943,0.524962226,,,,
0.18,1,0.07,0.392457929,0.524969527,,,,
0.18,1,0.08,0.392451508,0.524978652,,,,
0.18,1,0.09,0.392441726,0.524986939,,,,
0.18,1,0.1,0.39243355,0.524999646,,,,
0.18,1,0.11,0.392435773,0.525001771,,,,
0.18,1,0.12,0.392429971,0.525004956,,,,
0.18,1,0.13,0.392424057,0.525010495,,,,
0.18,1,0.14,0.392417443,0.525018503,,,,
0.18,1,0.15,0.39241013,0.525024617,,,,
0.18,1,0.16,0.392398058,0.525040553,,,,
0.18,1,0.17,0.392393588,0.525047647,,,,
0.18,1,0.18,0.392393768,0.525045091,,,,
0.18,1,0.19,0.392395065,0.525047356,,,,
0.18,1,0.2,0.39239172,0.525047622,,,,
0.18,1,0.21,0.392391549,0.525049707,,,,
0.18,1,0.22,0.392388504,0.525053138,,,,
0.18,1,0.23,0.39237966,0.52506483,,,,
0.18,1,0.24,0.392379555,0.525064616,,,,
0.18,1,0.25,0.392376874,0.525068677,,,,
0.18,1,0.26,0.392380632,0.525061381,,,,
0.18,1,0.27,0.392378129,0.525060175,,,,
0.18,1,0.28,0.392369375,0.525070485,,,,
0.18,1,0.29,0.392360514,0.525088727,,,,
0.18,1,0.3,0.392352014,0.525097665,,,,
0.18,1,0.31,0.392356476,0.525099417,,,,
0.18,1,0.32,0.392361283,0.525098717,,,,
0.18,1,0.33,0.392360256,0.525095513,,,,
0.18,1,0.34,0.392347816,0.525107164,,,,
0.18,1,0.35,0.392345111,0.525111525,,,,
0.18,1,0.36,0.392339325,0.525116987,,,,
0.18,1,0.37,0.39234,0.525116744,,,,
0.18,1,0.38,0.392336026,0.525124521,,,,
0.18,1,0.39,0.392339721,0.52511777,,,,
0.18,1,0.4,0.392341033,0.525118456,,,,
0.18,1,0.41,0.392338747,0.525126624,,,,
0.18,1,0.42,0.39234087,0.525127594,,,,
0.18,1,0.43,0.39234409,0.525123928,,,,
0.18,1,0.44,0.392345165,0.525122351,,,,
0.18,1,0.45,0.392343403,0.525127257,,,,
0.18,1,0.46,0.392334239,0.525141296,,,,
0.18,1,0.47,0.392332486,0.525146416,,,,
0.18,1,0.48,0.392328365,0.525154593,,,,
0.18,1,0.49,0.392324018,0.525160566,,,,
0.18,1,0.5,0.392331044,0.525158684,,,,
0.18,1,0.51,0.392324106,0.525170473,,,,
0.18,1,0.52,0.39233049,0.525166455,,,,
0.18,1,0.53,0.392329435,0.525173214,,,,
0.18,1,0.54,0.392330915,0.525174727,,,,
0.18,1,0.55,0.392326582,0.525177215,,,,
0.18,1,0.56,0.392326394,0.525180794,,,,
0.18,1,0.57,0.392317586,0.525194023,,,,
0.18,1,0.58,0.392314647,0.525198966,,,,
0.18,1,0.59,0.392314179,0.525204191,,,,
0.18,1,0.6,0.39231113,0.525212565,,,,
0.18,1,0.61,0.392313245,0.525216055,,,,
0.18,1,0.62,0.392311977,0.525215931,,,,
0.18,1,0.63,0.392307331,0.525227663,,,,
0.18,1,0.64,0.392313566,0.525227705,,,,
0.18,1,0.65,0.392310126,0.525234439,,,,
0.18,1,0.66,0.392315609,0.525231904,,,,
0.18,1,0.67,0.392318571,0.525225371,,,,
0.18,1,0.68,0.392306054,0.525240434,,,,
0.18,1,0.69,0.392310217,0.52523653,,,,
0.18,1,0.7,0.392315573,0.525231318,,,,
0.18,1,0.71,0.392312486,0.525238369,,,,
0.18,1,0.72,0.392314473,0.525239943,,,,
0.18,1,0.73,0.3923041,0.525251936,,,,
0.18,1,0.74,0.392310415,0.525244166,,,,
0.18,1,0.75,0.392310808,0.525243117,,,,
0.18,1,0.76,0.392317055,0.525237521,,,,
