decrease rate of epsilon,winning rate,,,,,,,,, 
0.2,0.38457,,,,,,,,, 
0.3,0.39879,,,,,,,,, 
0.4,0.34894,,,,,,,,, 
0.5,0.36237,,,,,,,,, 
0.6,0.39432,,,,,,,,, 
0.7,0.41259,,,,,,,,, 
0.8,0.41034,,,,,,,,, 
0.9,0.39783,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
,,,,,,,,,, 
